,State,Date,Confirmed,Deaths,Recovered,Confirmed_new,Deaths_new,Recovered_new,Confirmed_Incremental_Rate,Deaths_Incremental_Rate,Recovered_Incremental_Rate
39,North Carolina,2020/4/12,4332,86,0,166,0,0,0.039846375,0,
40,North Carolina,2020/4/13,4658,91,0,326,5,0,0.075253924,0.058139535,
0,North Dakota,2020/3/10,0,0,0,,,,,,
1,North Dakota,2020/3/11,0,0,0,0,0,0,,,
2,North Dakota,2020/3/12,1,0,0,1,0,0,inf,,
3,North Dakota,2020/3/13,1,0,0,0,0,0,0,,
4,North Dakota,2020/3/14,1,0,0,0,0,0,0,,
5,North Dakota,2020/3/15,1,0,0,0,0,0,0,,
6,North Dakota,2020/3/16,1,0,0,0,0,0,0,,
7,North Dakota,2020/3/17,3,0,0,2,0,0,2,,
8,North Dakota,2020/3/18,6,0,0,3,0,0,1,,
9,North Dakota,2020/3/19,18,0,0,12,0,0,2,,
10,North Dakota,2020/3/20,19,0,0,1,0,0,0.055555556,,
11,North Dakota,2020/3/21,28,0,0,9,0,0,0.473684211,,
12,North Dakota,2020/3/22,26,0,0,-2,0,0,-0.071428571,,
13,North Dakota,2020/3/23,29,0,0,3,0,0,0.115384615,,
14,North Dakota,2020/3/24,31,0,0,2,0,0,0.068965517,,
15,North Dakota,2020/3/25,38,0,0,7,0,0,0.225806452,,
16,North Dakota,2020/3/26,42,0,0,4,0,0,0.105263158,,
17,North Dakota,2020/3/27,64,1,0,22,1,0,0.523809524,inf,
18,North Dakota,2020/3/28,81,1,0,17,0,0,0.265625,0,
19,North Dakota,2020/3/29,85,1,0,4,0,0,0.049382716,0,
20,North Dakota,2020/3/30,96,2,0,11,1,0,0.129411765,1,
21,North Dakota,2020/4/1,124,3,0,28,1,0,0.291666667,0.5,
22,North Dakota,2020/4/2,144,3,0,20,0,0,0.161290323,0,
23,North Dakota,2020/4/3,156,3,0,12,0,0,0.083333333,0,
24,North Dakota,2020/4/4,169,3,0,13,0,0,0.083333333,0,
25,North Dakota,2020/4/5,188,3,0,19,0,0,0.112426036,0,
26,North Dakota,2020/4/6,203,3,0,15,0,0,0.079787234,0,
27,North Dakota,2020/4/7,211,3,0,8,0,0,0.039408867,0,
28,North Dakota,2020/4/8,224,3,0,13,0,0,0.061611374,0,
29,North Dakota,2020/4/9,240,4,0,16,1,0,0.071428571,0.333333333,
30,North Dakota,2020/4/10,247,5,0,7,1,0,0.029166667,0.25,
31,North Dakota,2020/4/11,266,6,0,19,1,0,0.076923077,0.2,
32,North Dakota,2020/4/12,281,6,0,15,0,0,0.056390977,0,
33,North Dakota,2020/4/13,274,6,0,-7,0,0,-0.024911032,0,
0,Ohio,2020/3/10,3,0,0,,,,,,
1,Ohio,2020/3/11,4,0,0,1,0,0,0.333333333,,
2,Ohio,2020/3/12,5,0,0,1,0,0,0.25,,
3,Ohio,2020/3/13,13,0,0,8,0,0,1.6,,
4,Ohio,2020/3/14,26,0,0,13,0,0,1,,
5,Ohio,2020/3/15,37,0,0,11,0,0,0.423076923,,
6,Ohio,2020/3/16,50,0,0,13,0,0,0.351351351,,
7,Ohio,2020/3/17,67,0,0,17,0,0,0.34,,
8,Ohio,2020/3/18,86,0,0,19,0,0,0.28358209,,
9,Ohio,2020/3/19,119,0,0,33,0,0,0.38372093,,
10,Ohio,2020/3/20,173,2,0,54,2,0,0.453781513,inf,
11,Ohio,2020/3/21,248,3,0,75,1,0,0.433526012,0.5,
12,Ohio,2020/3/22,284,3,0,36,0,0,0.14516129,0,
13,Ohio,2020/3/23,375,6,0,91,3,0,0.320422535,1,
14,Ohio,2020/3/24,483,6,0,108,0,0,0.288,0,
15,Ohio,2020/3/25,577,11,0,94,5,0,0.194616977,0.833333333,
16,Ohio,2020/3/26,797,15,0,220,4,0,0.381282496,0.363636364,
17,Ohio,2020/3/27,1048,19,0,251,4,0,0.314930991,0.266666667,
18,Ohio,2020/3/28,1285,25,0,237,6,0,0.226145038,0.315789474,
19,Ohio,2020/3/29,1525,29,0,240,4,0,0.186770428,0.16,
20,Ohio,2020/3/30,1809,39,0,284,10,0,0.186229508,0.344827586,
21,Ohio,2020/4/1,2425,64,0,616,25,0,0.340519624,0.641025641,
22,Ohio,2020/4/2,2774,78,0,349,14,0,0.143917526,0.21875,
23,Ohio,2020/4/3,3193,88,0,419,10,0,0.151045422,0.128205128,
24,Ohio,2020/4/4,3607,98,0,414,10,0,0.129658628,0.113636364,
25,Ohio,2020/4/5,3861,116,0,254,18,0,0.07041863,0.183673469,
26,Ohio,2020/4/6,4285,141,0,424,25,0,0.10981611,0.215517241,
27,Ohio,2020/4/7,4607,164,0,322,23,0,0.075145858,0.163120567,
28,Ohio,2020/4/8,4985,191,0,378,27,0,0.082049056,0.164634146,
29,Ohio,2020/4/9,5355,208,0,370,17,0,0.074222668,0.089005236,
30,Ohio,2020/4/10,5758,227,0,403,19,0,0.075256769,0.091346154,
31,Ohio,2020/4/11,6118,244,0,360,17,0,0.062521709,0.074889868,
32,Ohio,2020/4/12,6436,248,0,318,4,0,0.051977771,0.016393443,
33,Ohio,2020/4/13,6850,271,0,414,23,0,0.064325668,0.092741935,
0,Oklahoma,2020/3/7,1,0,0,,,,,,
1,Oklahoma,2020/3/8,1,0,0,0,0,0,0,,
2,Oklahoma,2020/3/9,1,0,0,0,0,0,0,,
3,Oklahoma,2020/3/10,2,0,0,1,0,0,1,,
4,Oklahoma,2020/3/11,2,0,0,0,0,0,0,,
5,Oklahoma,2020/3/12,2,0,0,0,0,0,0,,
6,Oklahoma,2020/3/13,2,0,0,0,0,0,0,,
7,Oklahoma,2020/3/14,4,0,0,2,0,0,1,,
8,Oklahoma,2020/3/15,7,0,0,3,0,0,0.75,,
9,Oklahoma,2020/3/16,10,0,0,3,0,0,0.428571429,,
10,Oklahoma,2020/3/17,19,0,0,9,0,0,0.9,,
11,Oklahoma,2020/3/18,19,0,0,0,0,0,0,,
12,Oklahoma,2020/3/19,44,1,0,25,1,0,1.315789474,inf,
13,Oklahoma,2020/3/20,49,1,0,5,0,0,0.113636364,0,
14,Oklahoma,2020/3/21,53,1,0,4,0,0,0.081632653,0,
15,Oklahoma,2020/3/22,55,2,0,2,1,0,0.037735849,1,
16,Oklahoma,2020/3/23,70,2,0,15,0,0,0.272727273,0,
17,Oklahoma,2020/3/24,94,3,0,24,1,0,0.342857143,0.5,
18,Oklahoma,2020/3/25,100,4,0,6,1,0,0.063829787,0.333333333,
19,Oklahoma,2020/3/26,205,7,0,105,3,0,1.05,0.75,
20,Oklahoma,2020/3/27,265,7,0,60,0,0,0.292682927,0,
21,Oklahoma,2020/3/28,328,15,0,63,8,0,0.237735849,1.142857143,
22,Oklahoma,2020/3/29,374,16,0,46,1,0,0.140243902,0.066666667,
23,Oklahoma,2020/3/30,397,16,0,23,0,0,0.061497326,0,
24,Oklahoma,2020/4/1,619,28,0,222,12,0,0.559193955,0.75,
25,Oklahoma,2020/4/2,805,34,0,186,6,0,0.300484653,0.214285714,
26,Oklahoma,2020/4/3,879,37,0,74,3,0,0.091925466,0.088235294,
27,Oklahoma,2020/4/4,1047,41,0,168,4,0,0.19112628,0.108108108,
28,Oklahoma,2020/4/5,1124,44,0,77,3,0,0.073543457,0.073170732,
29,Oklahoma,2020/4/6,1248,51,0,124,7,0,0.110320285,0.159090909,
30,Oklahoma,2020/4/7,1402,67,0,154,16,0,0.123397436,0.31372549,
31,Oklahoma,2020/4/8,1424,78,0,22,11,0,0.015691869,0.164179104,
32,Oklahoma,2020/4/9,1553,78,0,129,0,0,0.090589888,0,
33,Oklahoma,2020/4/10,1675,86,0,122,8,0,0.07855763,0.102564103,
34,Oklahoma,2020/4/11,1766,93,0,91,7,0,0.054328358,0.081395349,
35,Oklahoma,2020/4/12,1878,96,0,112,3,0,0.063420159,0.032258065,
36,Oklahoma,2020/4/13,1939,96,0,61,0,0,0.032481363,0,
0,Oregon,2020/2/29,1,0,0,,,,,,
1,Oregon,2020/3/1,1,0,0,0,0,0,0,,
2,Oregon,2020/3/2,3,0,0,2,0,0,2,,
3,Oregon,2020/3/3,3,0,0,0,0,0,0,,
4,Oregon,2020/3/4,3,0,0,0,0,0,0,,
5,Oregon,2020/3/5,3,0,0,0,0,0,0,,
6,Oregon,2020/3/6,3,0,0,0,0,0,0,,
7,Oregon,2020/3/7,5,0,0,2,0,0,0.666666667,,
8,Oregon,2020/3/8,12,0,0,7,0,0,1.4,,
9,Oregon,2020/3/9,12,0,0,0,0,0,0,,
10,Oregon,2020/3/10,15,0,0,3,0,0,0.25,,
11,Oregon,2020/3/11,19,0,0,4,0,0,0.266666667,,
12,Oregon,2020/3/12,24,0,0,5,0,0,0.263157895,,
13,Oregon,2020/3/13,30,0,0,6,0,0,0.25,,
14,Oregon,2020/3/14,32,0,0,2,0,0,0.066666667,,
15,Oregon,2020/3/15,36,1,0,4,1,0,0.125,inf,
16,Oregon,2020/3/16,39,1,0,3,0,0,0.083333333,0,
17,Oregon,2020/3/17,66,1,0,27,0,0,0.692307692,0,
18,Oregon,2020/3/18,68,2,0,2,1,0,0.03030303,1,
19,Oregon,2020/3/19,88,3,0,20,1,0,0.294117647,0.5,
20,Oregon,2020/3/20,114,3,0,26,0,0,0.295454545,0,
21,Oregon,2020/3/21,114,5,0,0,2,0,0,0.666666667,
22,Oregon,2020/3/22,135,4,0,21,-1,0,0.184210526,-0.2,
23,Oregon,2020/3/23,184,5,0,49,1,0,0.362962963,0.25,
24,Oregon,2020/3/24,201,8,0,17,3,0,0.092391304,0.6,
25,Oregon,2020/3/25,256,10,0,55,2,0,0.273631841,0.25,
26,Oregon,2020/3/26,298,11,0,42,1,0,0.1640625,0.1,
27,Oregon,2020/3/27,396,12,0,98,1,0,0.32885906,0.090909091,
28,Oregon,2020/3/28,459,13,0,63,1,0,0.159090909,0.083333333,
29,Oregon,2020/3/29,531,13,0,72,0,0,0.156862745,0,
30,Oregon,2020/3/30,595,16,0,64,3,0,0.120527307,0.230769231,
31,Oregon,2020/4/1,710,19,0,115,3,0,0.193277311,0.1875,
32,Oregon,2020/4/2,813,21,0,103,2,0,0.145070423,0.105263158,
33,Oregon,2020/4/3,884,22,0,71,1,0,0.087330873,0.047619048,
34,Oregon,2020/4/4,884,22,0,0,0,0,0,0,
35,Oregon,2020/4/5,1047,27,0,163,5,0,0.18438914,0.227272727,
36,Oregon,2020/4/6,1047,27,0,0,0,0,0,0,
37,Oregon,2020/4/7,1108,29,0,61,2,0,0.0582617,0.074074074,
38,Oregon,2020/4/8,1161,33,0,53,4,0,0.047833935,0.137931034,
39,Oregon,2020/4/9,1303,44,0,142,11,0,0.122308355,0.333333333,
40,Oregon,2020/4/10,1303,44,0,0,0,0,0,0,
41,Oregon,2020/4/11,1357,48,0,54,4,0,0.041442824,0.090909091,
42,Oregon,2020/4/12,1497,52,0,140,4,0,0.103168755,0.083333333,
43,Oregon,2020/4/13,1548,53,0,51,1,0,0.034068136,0.019230769,
0,Pennsylvania,2020/3/6,2,0,0,,,,,,
1,Pennsylvania,2020/3/7,2,0,0,0,0,0,0,,
2,Pennsylvania,2020/3/8,6,0,0,4,0,0,2,,
3,Pennsylvania,2020/3/9,7,0,0,1,0,0,0.166666667,,
4,Pennsylvania,2020/3/10,12,0,0,5,0,0,0.714285714,,
5,Pennsylvania,2020/3/11,16,0,0,4,0,0,0.333333333,,
6,Pennsylvania,2020/3/12,22,0,0,6,0,0,0.375,,
7,Pennsylvania,2020/3/13,41,0,0,19,0,0,0.863636364,,
8,Pennsylvania,2020/3/14,47,0,0,6,0,0,0.146341463,,
9,Pennsylvania,2020/3/15,66,0,0,19,0,0,0.404255319,,
10,Pennsylvania,2020/3/16,77,0,0,11,0,0,0.166666667,,
11,Pennsylvania,2020/3/17,112,0,0,35,0,0,0.454545455,,
12,Pennsylvania,2020/3/18,152,0,0,40,0,0,0.357142857,,
13,Pennsylvania,2020/3/19,206,1,0,54,1,0,0.355263158,inf,
14,Pennsylvania,2020/3/20,303,1,0,97,0,0,0.470873786,0,
15,Pennsylvania,2020/3/21,396,2,0,93,1,0,0.306930693,1,
16,Pennsylvania,2020/3/22,479,4,0,83,2,0,0.20959596,1,
17,Pennsylvania,2020/3/23,645,6,0,166,2,0,0.346555324,0.5,
18,Pennsylvania,2020/3/24,908,8,0,263,2,0,0.407751938,0.333333333,
19,Pennsylvania,2020/3/25,1175,15,0,267,7,0,0.294052863,0.875,
20,Pennsylvania,2020/3/26,1706,18,0,531,3,0,0.451914894,0.2,
21,Pennsylvania,2020/3/27,2271,22,0,565,4,0,0.331184056,0.222222222,
22,Pennsylvania,2020/3/28,2752,34,0,481,12,0,0.211800969,0.545454545,
23,Pennsylvania,2020/3/29,3379,41,0,627,7,0,0.227834302,0.205882353,
24,Pennsylvania,2020/3/30,4083,50,0,704,9,0,0.208345664,0.219512195,
25,Pennsylvania,2020/4/1,5952,74,0,1869,24,0,0.457751653,0.48,
26,Pennsylvania,2020/4/2,7188,90,0,1236,16,0,0.20766129,0.216216216,
27,Pennsylvania,2020/4/3,8502,101,0,1314,11,0,0.182804674,0.122222222,
28,Pennsylvania,2020/4/4,10342,136,0,1840,35,0,0.216419666,0.346534653,
29,Pennsylvania,2020/4/5,11487,151,0,1145,15,0,0.110713595,0.110294118,
30,Pennsylvania,2020/4/6,13058,179,0,1571,28,0,0.136763298,0.185430464,
31,Pennsylvania,2020/4/7,14787,246,0,1729,67,0,0.132409251,0.374301676,
32,Pennsylvania,2020/4/8,16550,317,0,1763,71,0,0.119226347,0.288617886,
33,Pennsylvania,2020/4/9,18234,345,0,1684,28,0,0.101752266,0.088328076,
34,Pennsylvania,2020/4/10,19967,418,0,1733,73,0,0.095042229,0.211594203,
35,Pennsylvania,2020/4/11,21614,502,0,1647,84,0,0.082486102,0.200956938,
36,Pennsylvania,2020/4/12,22772,556,0,1158,54,0,0.053576386,0.107569721,
37,Pennsylvania,2020/4/13,24125,588,0,1353,32,0,0.059415071,0.057553957,
0,Rhode Island,2020/3/1,1,0,0,,,,,,
1,Rhode Island,2020/3/2,2,0,0,1,0,0,1,,
2,Rhode Island,2020/3/3,2,0,0,0,0,0,0,,
3,Rhode Island,2020/3/4,2,0,0,0,0,0,0,,
4,Rhode Island,2020/3/5,2,0,0,0,0,0,0,,
5,Rhode Island,2020/3/6,2,0,0,0,0,0,0,,
6,Rhode Island,2020/3/7,3,0,0,1,0,0,0.5,,
7,Rhode Island,2020/3/8,3,0,0,0,0,0,0,,
8,Rhode Island,2020/3/9,3,0,0,0,0,0,0,,
9,Rhode Island,2020/3/10,3,0,0,0,0,0,0,,
10,Rhode Island,2020/3/11,5,0,0,2,0,0,0.666666667,,
11,Rhode Island,2020/3/12,5,0,0,0,0,0,0,,
12,Rhode Island,2020/3/13,14,0,0,9,0,0,1.8,,
13,Rhode Island,2020/3/14,20,0,0,6,0,0,0.428571429,,
14,Rhode Island,2020/3/15,20,0,0,0,0,0,0,,
15,Rhode Island,2020/3/16,21,0,0,1,0,0,0.05,,
16,Rhode Island,2020/3/17,23,0,0,2,0,0,0.095238095,,
17,Rhode Island,2020/3/18,33,0,0,10,0,0,0.434782609,,
18,Rhode Island,2020/3/19,44,0,0,11,0,0,0.333333333,,
19,Rhode Island,2020/3/20,54,0,0,10,0,0,0.227272727,,
20,Rhode Island,2020/3/21,66,0,0,12,0,0,0.222222222,,
21,Rhode Island,2020/3/22,75,0,0,9,0,0,0.136363636,,
22,Rhode Island,2020/3/23,97,0,0,22,0,0,0.293333333,,
23,Rhode Island,2020/3/24,115,0,0,18,0,0,0.18556701,,
24,Rhode Island,2020/3/25,123,0,0,8,0,0,0.069565217,,
25,Rhode Island,2020/3/26,165,0,0,42,0,0,0.341463415,,
26,Rhode Island,2020/3/27,203,0,0,38,0,0,0.23030303,,
27,Rhode Island,2020/3/28,239,2,0,36,2,0,0.177339901,inf,
28,Rhode Island,2020/3/29,294,3,0,55,1,0,0.230125523,0.5,
29,Rhode Island,2020/3/30,408,4,0,114,1,0,0.387755102,0.333333333,
30,Rhode Island,2020/4/1,566,10,0,158,6,0,0.387254902,1.5,
31,Rhode Island,2020/4/2,645,12,0,79,2,0,0.139575972,0.2,
32,Rhode Island,2020/4/3,711,14,0,66,2,0,0.102325581,0.166666667,
33,Rhode Island,2020/4/4,806,17,0,95,3,0,0.133614627,0.214285714,
34,Rhode Island,2020/4/5,922,25,0,116,8,0,0.143920596,0.470588235,
35,Rhode Island,2020/4/6,1082,27,0,160,2,0,0.173535792,0.08,
36,Rhode Island,2020/4/7,1229,30,0,147,3,0,0.135859519,0.111111111,
37,Rhode Island,2020/4/8,1450,35,0,221,5,0,0.179820993,0.166666667,
38,Rhode Island,2020/4/9,1727,43,0,277,8,0,0.191034483,0.228571429,
39,Rhode Island,2020/4/10,1727,43,0,0,0,0,0,0,
40,Rhode Island,2020/4/11,2349,56,0,622,13,0,0.360162131,0.302325581,
41,Rhode Island,2020/4/12,2665,63,0,316,7,0,0.13452533,0.125,
42,Rhode Island,2020/4/13,2665,63,0,0,0,0,0,0,
0,South Carolina,2020/3/7,2,0,0,,,,,,
1,South Carolina,2020/3/8,2,0,0,0,0,0,0,,
2,South Carolina,2020/3/9,6,0,0,4,0,0,2,,
3,South Carolina,2020/3/10,7,0,0,1,0,0,0.166666667,,
4,South Carolina,2020/3/11,10,0,0,3,0,0,0.428571429,,
5,South Carolina,2020/3/12,12,0,0,2,0,0,0.2,,
6,South Carolina,2020/3/13,13,0,0,1,0,0,0.083333333,,
7,South Carolina,2020/3/14,19,0,0,6,0,0,0.461538462,,
8,South Carolina,2020/3/15,28,0,0,9,0,0,0.473684211,,
9,South Carolina,2020/3/16,33,1,0,5,1,0,0.178571429,inf,
10,South Carolina,2020/3/17,47,1,0,14,0,0,0.424242424,0,
11,South Carolina,2020/3/18,47,1,0,0,0,0,0,0,
12,South Carolina,2020/3/19,81,1,0,34,0,0,0.723404255,0,
13,South Carolina,2020/3/20,126,1,0,45,0,0,0.555555556,0,
14,South Carolina,2020/3/21,171,3,0,45,2,0,0.357142857,2,
15,South Carolina,2020/3/22,168,2,0,-3,-1,0,-0.01754386,-0.333333333,
16,South Carolina,2020/3/23,260,5,0,92,3,0,0.547619048,1.5,
17,South Carolina,2020/3/24,295,4,0,35,-1,0,0.134615385,-0.2,
18,South Carolina,2020/3/25,383,7,0,88,3,0,0.298305085,0.75,
19,South Carolina,2020/3/26,383,9,0,0,2,0,0,0.285714286,
20,South Carolina,2020/3/27,507,13,0,124,4,0,0.323759791,0.444444444,
21,South Carolina,2020/3/28,621,15,0,114,2,0,0.224852071,0.153846154,
22,South Carolina,2020/3/29,720,16,0,99,1,0,0.15942029,0.066666667,
23,South Carolina,2020/3/30,864,18,0,144,2,0,0.2,0.125,
24,South Carolina,2020/4/1,1246,26,0,382,8,0,0.44212963,0.444444444,
25,South Carolina,2020/4/2,1474,31,0,228,5,0,0.182985554,0.192307692,
26,South Carolina,2020/4/3,1647,34,0,173,3,0,0.117367707,0.096774194,
27,South Carolina,2020/4/4,1808,40,0,161,6,0,0.097753491,0.176470588,
28,South Carolina,2020/4/5,2011,44,0,203,4,0,0.112278761,0.1,
29,South Carolina,2020/4/6,2131,48,0,120,4,0,0.059671805,0.090909091,
30,South Carolina,2020/4/7,2350,50,0,219,2,0,0.102768653,0.041666667,
31,South Carolina,2020/4/8,2350,50,0,0,0,0,0,0,
32,South Carolina,2020/4/9,2748,67,0,398,17,0,0.169361702,0.34,
33,South Carolina,2020/4/10,3022,72,0,274,5,0,0.099708879,0.074626866,
34,South Carolina,2020/4/11,3026,77,0,4,5,0,0.001323627,0.069444444,
35,South Carolina,2020/4/12,3267,82,0,241,5,0,0.079643093,0.064935065,
36,South Carolina,2020/4/13,3334,82,0,67,0,0,0.020508111,0,
0,South Dakota,2020/3/10,0,0,0,,,,,,
1,South Dakota,2020/3/11,8,1,0,8,1,0,inf,inf,
2,South Dakota,2020/3/12,8,1,0,0,0,0,0,0,
3,South Dakota,2020/3/13,8,1,0,0,0,0,0,0,
4,South Dakota,2020/3/14,9,1,0,1,0,0,0.125,0,
5,South Dakota,2020/3/15,9,1,0,0,0,0,0,0,
6,South Dakota,2020/3/16,10,1,0,1,0,0,0.111111111,0,
7,South Dakota,2020/3/17,11,1,0,1,0,0,0.1,0,
8,South Dakota,2020/3/18,11,1,0,0,0,0,0,0,
9,South Dakota,2020/3/19,11,1,0,0,0,0,0,0,
10,South Dakota,2020/3/20,14,1,0,3,0,0,0.272727273,0,
11,South Dakota,2020/3/21,14,1,0,0,0,0,0,0,
12,South Dakota,2020/3/22,17,1,0,3,0,0,0.214285714,0,
13,South Dakota,2020/3/23,21,1,0,4,0,0,0.235294118,0,
14,South Dakota,2020/3/24,22,1,0,1,0,0,0.047619048,0,
15,South Dakota,2020/3/25,17,1,0,-5,0,0,-0.227272727,0,
16,South Dakota,2020/3/26,34,1,0,17,0,0,1,0,
17,South Dakota,2020/3/27,40,1,0,6,0,0,0.176470588,0,
18,South Dakota,2020/3/28,46,1,0,6,0,0,0.15,0,
19,South Dakota,2020/3/29,59,1,0,13,0,0,0.282608696,0,
20,South Dakota,2020/3/30,68,1,0,9,0,0,0.152542373,0,
21,South Dakota,2020/4/1,106,2,0,38,1,0,0.558823529,1,
22,South Dakota,2020/4/2,129,2,0,23,0,0,0.216981132,0,
23,South Dakota,2020/4/3,155,2,0,26,0,0,0.201550388,0,
24,South Dakota,2020/4/4,162,2,0,7,0,0,0.04516129,0,
25,South Dakota,2020/4/5,197,2,0,35,0,0,0.216049383,0,
26,South Dakota,2020/4/6,252,4,0,55,2,0,0.279187817,1,
27,South Dakota,2020/4/7,286,6,0,34,2,0,0.134920635,0.5,
28,South Dakota,2020/4/8,360,6,0,74,0,0,0.258741259,0,
29,South Dakota,2020/4/9,411,6,0,51,0,0,0.141666667,0,
30,South Dakota,2020/4/10,504,6,0,93,0,0,0.226277372,0,
31,South Dakota,2020/4/11,584,6,0,80,0,0,0.158730159,0,
32,South Dakota,2020/4/12,688,6,0,104,0,0,0.178082192,0,
33,South Dakota,2020/4/13,808,6,0,120,0,0,0.174418605,0,
0,Tennessee,2020/3/5,1,0,0,,,,,,
1,Tennessee,2020/3/6,1,0,0,0,0,0,0,,
2,Tennessee,2020/3/7,1,0,0,0,0,0,0,,
3,Tennessee,2020/3/8,3,0,0,2,0,0,2,,
4,Tennessee,2020/3/9,3,0,0,0,0,0,0,,
5,Tennessee,2020/3/10,7,0,0,4,0,0,1.333333333,,
6,Tennessee,2020/3/11,9,0,0,2,0,0,0.285714286,,
7,Tennessee,2020/3/12,18,0,0,9,0,0,1,,
8,Tennessee,2020/3/13,26,0,0,8,0,0,0.444444444,,
9,Tennessee,2020/3/14,32,0,0,6,0,0,0.230769231,,
10,Tennessee,2020/3/15,39,0,0,7,0,0,0.21875,,
11,Tennessee,2020/3/16,52,0,0,13,0,0,0.333333333,,
12,Tennessee,2020/3/17,74,0,0,22,0,0,0.423076923,,
13,Tennessee,2020/3/18,79,0,0,5,0,0,0.067567568,,
14,Tennessee,2020/3/19,154,0,0,75,0,0,0.949367089,,
15,Tennessee,2020/3/20,233,0,0,79,0,0,0.512987013,,
16,Tennessee,2020/3/21,371,1,0,138,1,0,0.592274678,inf,
17,Tennessee,2020/3/22,444,2,0,73,1,0,0.196765499,1,
18,Tennessee,2020/3/23,529,2,0,85,0,0,0.191441441,0,
19,Tennessee,2020/3/24,695,2,0,166,0,0,0.313799622,0,
20,Tennessee,2020/3/25,837,3,0,142,1,0,0.204316547,0.5,
21,Tennessee,2020/3/26,1005,3,0,168,0,0,0.200716846,0,
22,Tennessee,2020/3/27,1207,6,0,202,3,0,0.200995025,1,
23,Tennessee,2020/3/28,1381,7,0,174,1,0,0.144159072,0.166666667,
24,Tennessee,2020/3/29,1581,8,0,200,1,0,0.144822592,0.142857143,
25,Tennessee,2020/3/30,1776,14,0,195,6,0,0.123339658,0.75,
26,Tennessee,2020/4/1,2756,24,0,980,10,0,0.551801802,0.714285714,
27,Tennessee,2020/4/2,2794,36,0,38,12,0,0.013788099,0.5,
28,Tennessee,2020/4/3,2867,41,0,73,5,0,0.026127416,0.138888889,
29,Tennessee,2020/4/4,3117,49,0,250,8,0,0.087199163,0.195121951,
30,Tennessee,2020/4/5,3450,53,0,333,4,0,0.106833494,0.081632653,
31,Tennessee,2020/4/6,3593,64,0,143,11,0,0.041449275,0.20754717,
32,Tennessee,2020/4/7,3945,71,0,352,7,0,0.097968272,0.109375,
33,Tennessee,2020/4/8,4187,80,0,242,9,0,0.061343473,0.126760563,
34,Tennessee,2020/4/9,4395,91,0,208,11,0,0.049677573,0.1375,
35,Tennessee,2020/4/10,4713,97,0,318,6,0,0.072354949,0.065934066,
36,Tennessee,2020/4/11,4894,105,0,181,8,0,0.038404413,0.082474227,
37,Tennessee,2020/4/12,5264,106,0,370,1,0,0.075602779,0.00952381,
38,Tennessee,2020/4/13,5397,109,0,133,3,0,0.025265957,0.028301887,
0,Texas,2020/2/13,1,0,0,,,,,,
1,Texas,2020/2/14,1,0,0,0,0,0,0,,
2,Texas,2020/2/15,1,0,0,0,0,0,0,,
3,Texas,2020/2/16,1,0,0,0,0,0,0,,
4,Texas,2020/2/17,1,0,0,0,0,0,0,,
5,Texas,2020/2/18,1,0,0,0,0,0,0,,
6,Texas,2020/2/19,1,0,0,0,0,0,0,,
7,Texas,2020/2/20,1,0,0,0,0,0,0,,
8,Texas,2020/2/21,3,0,0,2,0,0,2,,
9,Texas,2020/2/22,1,0,0,-2,0,0,-0.666666667,,
10,Texas,2020/2/23,1,0,0,0,0,0,0,,
11,Texas,2020/2/24,1,0,0,0,0,0,0,,
12,Texas,2020/2/25,1,0,0,0,0,0,0,,
13,Texas,2020/2/26,1,0,0,0,0,0,0,,
14,Texas,2020/2/27,1,0,0,0,0,0,0,,
15,Texas,2020/2/28,1,0,0,0,0,0,0,,
16,Texas,2020/2/29,1,0,0,0,0,0,0,,
17,Texas,2020/3/1,1,0,0,0,0,0,0,,
18,Texas,2020/3/2,1,0,0,0,0,0,0,,
19,Texas,2020/3/3,1,0,0,0,0,0,0,,
20,Texas,2020/3/4,1,0,0,0,0,0,0,,
21,Texas,2020/3/5,4,0,0,3,0,0,3,,
22,Texas,2020/3/6,5,0,0,1,0,0,0.25,,
23,Texas,2020/3/7,9,0,0,4,0,0,0.8,,
24,Texas,2020/3/8,12,0,0,3,0,0,0.333333333,,
25,Texas,2020/3/9,14,0,0,2,0,0,0.166666667,,
26,Texas,2020/3/10,13,0,0,-1,0,0,-0.071428571,,
27,Texas,2020/3/11,21,0,0,8,0,0,0.615384615,,
28,Texas,2020/3/12,27,0,0,6,0,0,0.285714286,,
29,Texas,2020/3/13,43,0,0,16,0,0,0.592592593,,
30,Texas,2020/3/14,57,0,0,14,0,0,0.325581395,,
31,Texas,2020/3/15,72,0,0,15,0,0,0.263157895,,
32,Texas,2020/3/16,85,0,0,13,0,0,0.180555556,,
33,Texas,2020/3/17,110,1,0,25,1,0,0.294117647,inf,
34,Texas,2020/3/18,173,3,0,63,2,0,0.572727273,2,
35,Texas,2020/3/19,260,5,0,87,2,0,0.502890173,0.666666667,
36,Texas,2020/3/20,394,5,0,134,0,0,0.515384615,0,
37,Texas,2020/3/21,581,5,0,187,0,0,0.474619289,0,
38,Texas,2020/3/22,568,7,0,-13,2,0,-0.022375215,0.4,
39,Texas,2020/3/23,596,8,0,28,1,0,0.049295775,0.142857143,
40,Texas,2020/3/24,839,12,0,243,4,0,0.407718121,0.5,
41,Texas,2020/3/25,1095,15,0,256,3,0,0.305125149,0.25,
42,Texas,2020/3/26,1382,21,0,287,6,0,0.262100457,0.4,
43,Texas,2020/3/27,1794,26,0,412,5,0,0.298118669,0.238095238,
